MovieID;Title;Genre;ReleaseYear;ReleaseDate;Country;BudgetUSD;US_BoxOfficeUSD;Global_BoxOfficeUSD;Opening_Day_SalesUSD;One_Week_SalesUSD;IMDbRating;RottenTomatoesScore;NumVotesIMDb;NumVotesRT;Director;LeadActor
647;Read perhaps customer;Drama;1975;8/7/1975;China;146130834;124867402;227637956;30808334;53470742;5;57;1635;12211;Michael Ross;Olivia Allen
648;Per;Thriller;2020;3/10/2020;USA;560219881;466653003;891825409;50896821;203643519;69;75;12345;1755;Diana Davis;Eric Cooper
649;Capital room save;Documentary;1996;8/3/1996;Canada;11228275;359735255;524457276;5476239;205654059;79;84;1600;489;Kristina Moore;Noah Harrison
650;Appear certain;Drama;1978;27/4/1978;UK;608931014;1387058328;2459871791;320649331;817733204;68;73;935;451;Karen Smith;Jessica Scott
651;Piece growth add;Romance;1987;28/6/1987;South Korea;186114175;109461039;186114175;27108382;64766037;64;60;23609;50;Courtney Reynolds;Becky Dean
652;Class democratic;Action;2003;14/12/2003;USA;230073989;272345892;679388377;50167943;115264349;87;100;831;525;Denise Horne;Stephanie Ferrell
653;Eye establish people;Action;2017;26/4/2017;USA;2212369664;2211405048;46653792;61621746;945205516;58;58;855;2370;Amanda Cantrell;Andrew Walker PhD
654;Finish write trouble;Horror;2017;13/4/2017;USA;35036996;22690342;54477476;5137928;12073814;68;56;3605;50;Paul Rogers;Elizabeth Shannon
655;Security exactly;Horror;1991;29/4/1991;USA;111455006;45972967;111455006;5010715;24959566;95;88;662;50;Carolyn Schwartz;John Strickland
656;Strong property call;Action;2007;13/11/2007;USA;1092769527;557729875;1092769527;97243518;234222855;51;53;6158;92;Francisco Ford;Jamie Cunningham
657;Increase probably blue;Action;1996;30/12/1996;USA;134284045;208172735;343559841;35924486;90264537;88;71;45548;70;Jacqueline Briggs;Brandon Mcguire
658;Open base;Documentary;2002;8/12/2002;Japan;122530814;159767655;325143749;35035031;85934568;85;89;8081;1501;Amanda Cantrell;Jamie Cunningham
659;Today cold condition;Horror;1958;9/5/1958;USA;2285458128;1760687506;2734970187;360206302;1038765261;7;72;3122;50;Daniel Rivera;Catherine Willis
660;Whether guy;Drama;2013;1/8/2013;South Korea;326554289;226033041;366487378;54745221;126334269;8;76;3743;60;Anthony Rowland;Sharon Riley
661;Half strategy available;Drama;1979;29/4/1979;USA;1013819145;540655051;1013819145;14783738;270753134;56;52;10895;690;Robert Hendricks;Sharon Rodriguez
662;His fly wear;Romance;1993;4/9/1993;India;151067089;87727663;151067089;8878446;38149359;65;64;4882;73;Jessica Gonzalez;Tricia Thomas
663;Suggest could;Comedy;1961;29/11/1961;USA;398179015;109576967;160328052;327912036;608976636;62;67;28765;250;Michael Chung;Isaiah French
664;End after about;Drama;2022;15/6/2022;USA;3423594652;1952515078;3423594652;580019803;792268132;77;62;496;3912;Joshua Morales;Lauren Richards
665;Reduce after;Drama;1999;29/6/1999;Canada;1991422778;931371626;1991422778;206854692;431212097;82;73;2390;132;Melissa Hernandez;Alison Clark
666;Family test;Action;2014;11/10/2014;Canada;3666575148;7035455481;1551848187;1434591552;3968346749;48;52;318;533;Rachel Hayes;Miss Jennifer Parsons
667;Listen mean inside matter;Horror;2013;28/2/2013;France;2519064168;1218557809;2519064168;202191771;565533718;72;72;2858;187;Kim Watkins;Matthew Simmons
668;Need man;Sci-Fi;1969;22/11/1969;USA;500938378;318315172;500938378;7837134;145083678;84;85;32581;447;Rachel Hayes;Ryan Hood
669;Need art man;Action;2023;4/11/2023;USA;247007251;636807275;102478502;181276963;325859194;54;62;1218;624;David Rosales;Timothy George
670;Course now;Action;1995;31/3/1995;Canada;348352257;43123323;801172544;112170888;182286972;66;73;14789;1852;Brenda Smith;Heather Williams
671;Subject dark road;Action;2024;30/4/2024;India;15355274;28789103;42437616;3663709;14883134;66;55;14990;806;Diane Skinner;Lisa Castro
672;Mrs step;Comedy;1991;9/9/1991;USA;9245469069;4331388252;1017067405;478816458;2542651055;42;38;8210;590;Ryan Tate;Christopher Hurst
673;Maybe this through;Documentary;2010;15/5/2010;USA;350586597;1114415174;1727715292;220348283;563764968;81;78;5111;20178;James Cross;Dalton Johnson
674;More forward under;Drama;1989;15/11/1989;China;869008296;65376595;1281596565;172531388;32756559;69;61;3136;1472;Benjamin Ray;Scott Anderson
675;Pretty administration;Comedy;1965;25/5/1965;Canada;787442609;1234475826;229223342;130582438;57567221;92;89;760;188;Kevin Green;Anna Vasquez
676;Degree visit note exactly;Thriller;1963;22/6/1963;USA;1868690271;3548814986;646730511;1047389649;1461889131;57;67;235;279;Lisa Atkins;Miss Jennifer Parsons
677;Difference improve body;Horror;2010;21/1/2010;USA;44894536;86515264;137846163;24308285;35322304;7;63;27807;375;Thomas Peterson;Joseph Gonzalez
678;Everyone art;Romance;1969;18/7/1969;USA;1209353424;1184494062;1714738874;21600064;531773442;62;54;1916;342;Amanda Cantrell;Logan Martin
679;Real outside again;Comedy;1996;11/11/1996;USA;2782400343;5994761814;1289355063;652221885;2561452975;8;92;1118;50;Jacqueline Briggs;Shawn Washington
680;Happen enough;Horror;2022;26/10/2022;USA;547720619;305095461;547720619;75591834;1801224;62;61;2172;603;Roberto Underwood;Brooke Stanley
681;Activity fish above;Comedy;1964;29/12/1964;USA;826053133;1120398452;2049113314;137300298;560314595;76;86;140;235;Brandon Fuller;Samantha Vargas
682;Challenge important;Drama;2022;12/3/2022;USA;88944896;222262702;332209104;61021245;122587081;10;100;4648;1274;Denise Horne;Brian Gentry
683;Coach lay;Horror;2023;30/1/2023;USA;3583691056;4490375448;8390564042;495870307;2363601754;51;25;8212;50;Patricia Munoz;Richard Davis
684;Station investment;Thriller;1957;3/5/1957;USA;31892603;84686829;129638186;17572975;49910323;66;66;5418;50;Matthew Beck;Brittany James
685;Imagine brother;Horror;2025;19/12/2025;Canada;221302044;473985752;953885804;92908447;267491415;76;91;4032;190;Jeffrey Myers MD;Adam Montes
686;Value enough;Action;2021;28/11/2021;USA;920234238;1471332361;2274919936;263994163;7066853;55;64;2687;987;Gary Simmons;Mark Jones
687;Race professional;Drama;1991;18/10/1991;USA;2281104693;4863968713;7171110224;884212557;2390263242;51;40;922;50;Melissa Hernandez;Kristina Krause
688;Rate now up;Comedy;1977;15/6/1977;USA;904356686;2165138608;3198417409;591761477;919740654;68;59;498;172;Mrs. Hannah Campbell DDS;Jimmy Miller
689;Gun magazine;Comedy;2003;20/2/2003;USA;324067299;270359462;391984725;7350431;129057791;36;31;709;88;Donna Hall;Lauren Horton
690;Institution;Comedy;1993;2/2/1993;USA;37754911;26274249;6496924;7442913;15047209;61;60;2576;8332;Thomas Peterson;Sharon Rodriguez
691;Fish feel;Comedy;1953;17/10/1953;Germany;237607704;23029956;431642173;41537307;121747026;55;45;1753;8203;Nathan Bolton;Dustin Jackson
692;Hope guy science;Horror;2002;25/12/2002;USA;179919075;355673633;513820827;94281119;16164338;66;54;113;4156;Donna Hall;Jamie Cunningham
693;Several share season;Romance;2012;15/7/2012;France;1240101669;2965902915;4252352969;603062251;159998793;66;84;2721;2894;Diana Davis;Stephanie Stokes
694;Difficult beautiful table;Horror;2011;2/4/2011;USA;2123134501;5717241369;8950833503;645898572;3228924736;78;97;2118;441;Robin Hooper;Sheila Dunn
695;Lay anyone;Action;1955;7/2/1955;USA;53442356;158188461;234832006;46140598;9083781;86;97;5352;3991;Brenda Smith;Christopher Patterson
696;Perform player argue;Action;2009;22/8/2009;Germany;242794104;205941912;367364865;56371496;9361656;62;53;2419;768;Jessica Singh;Mckenzie Perez
697;Group can security line;Comedy;1993;21/7/1993;USA;47703122;62308607;1399106572;83611539;329853283;44;43;7965;1079;Nicholas Murphy;Ashley Juarez
698;Since close power whatever;Thriller;1988;9/9/1988;Australia;141309372;364443772;622652345;68187322;215151147;59;55;626;101;Joseph Willis;Ashley Gilmore
699;Sign only such;Romance;1994;20/1/1994;India;22027353;20925877;39420332;5671387;1241574;72;71;25737;91;Brooke Morales;Jamie Chavez
700;Tax former;Action;2022;27/7/2022;UK;524743046;277532802;621207722;59071695;131958201;72;65;3900;68;Crystal Harris;Samantha Vargas
701;According something become;Sci-Fi;2005;18/7/2005;USA;148927996;286647962;502420937;51964819;131136833;45;53;1086;250;Janice Taylor;Heather Williams
702;Certain partner trial;Action;1956;12/3/1956;USA;2169889048;5413059483;8083863149;1249162897;2988871324;89;100;1213;582;Christian Hernandez;Daniel Thompson
703;Space contain;Drama;2007;18/2/2007;USA;323670612;158311735;333677216;4419917;86645922;45;48;295;135;Jerry Owens;Mark Morris
704;These democratic;Drama;1982;2/6/1982;USA;53736212;445347835;683755375;89693135;19914047;75;65;17217;2080;Vanessa Fox;David Hart
705;Live really form;Comedy;1984;11/10/1984;USA;2777356587;185208706;3155028769;311574279;814670478;56;48;7638;449;Jason Jones;Lorraine White DDS
706;Town every remember;Thriller;1984;12/6/1984;Australia;121038346;58862577;121038346;17107493;2658078;7;60;3000;244;Jeremy Ray;John Perry
707;Candidate;Comedy;2019;6/4/2019;USA;78807406;212486339;352122337;22223603;121577281;82;82;12757;548;Julie Maxwell;Danny Kline
708;Learn community;Thriller;1975;18/8/1975;Canada;64108074;161173131;257033428;24400733;6520048;49;54;20732;161;David Morris;Leonard Contreras
709;Threat range;Action;1990;22/4/1990;Germany;50513003;678615824;1009242034;86348359;290723432;91;97;17301;834;Ryan Tate;David Castillo
710;Care knowledge;Action;2012;19/3/2012;India;48620891;7625177;176961128;18149358;34110567;75;77;83530;3262;Daniel Brown;Nathan Nelson
711;How both;Comedy;1982;10/4/1982;USA;58965384;11357292;241597497;29852906;48487152;53;35;4162;352;Michael Chung;Cindy Barnes
712;Chair interest education;Horror;1983;16/11/1983;USA;21796518;12479599;31143466;17763007;72233078;57;61;3358;1343;Seth Whitehead;David Martin
713;Professional job security;Drama;2011;22/2/2011;USA;309375207;488319761;837425364;85560614;229325523;88;87;3524;50;Sophia Gomez;Lynn Pierce
714;Pm wind;Drama;2004;20/3/2004;USA;50874106;45867437;93653166;686302;22645915;79;87;274;50;Chad Peters MD;Kathy Marshall
715;Growth;Drama;1963;26/9/1963;USA;112309916;185408035;330174642;43865147;90548606;67;87;712;2833;David Hall;Lawrence Thomas
716;Environmental million;Comedy;2024;31/7/2024;USA;40552442;273153626;40552442;45768085;160247369;66;55;100;4836;James Cross;Dennis Perry
717;Tax left;Drama;2020;14/11/2020;USA;454420042;224130638;454420042;29910389;108576666;71;73;4834;82;Robin Hooper;Stephanie Stokes
718;Event else;Horror;2011;8/5/2011;India;316343607;554697018;963497833;58980009;261675788;46;43;1794;828;Thomas Peterson;Teresa Santos PhD
719;Nice piece near;Action;2016;24/6/2016;USA;7159658;578261917;1322887357;84129381;346227123;69;66;100;398;Andrew Chambers;Deanna Johnson
720;Record road fine;Drama;1987;24/2/1987;USA;360767699;220333376;424071929;41822121;115833925;68;71;3438;1267;Karen Robinson;Samantha Vargas
721;Country firm student air;Thriller;2000;23/7/2000;USA;290939819;258094012;599094794;47561935;12956222;84;68;18487;158;Adam Brown;John Jones
722;Concern citizen economy;Action;2004;6/2/2004;USA;459775973;284175152;459775973;80839246;129525563;46;47;424;1378;Rachel Hayes;Lynn Pierce
723;Store send maybe;Horror;1995;2/3/1995;USA;89834376;183250697;413326385;29096916;109233973;28;19;2438;543;Ashley Medina;Ashley French
724;Without to;Action;2013;15/4/2013;USA;2013454442;4098361183;7402532249;938313292;2192303557;75;86;5469;244;James Miller;Trevor Lee
725;May question father;Comedy;2009;27/11/2009;USA;1938353093;1015231901;1938353093;149971322;416466666;58;42;923;275;Christopher Roach;Mark Smith
726;Gas account memory;Drama;2018;20/10/2018;USA;116725716;238411284;52401121;31413271;97117418;62;58;843;495;Robert Hendricks;Sarah Nelson
727;Energy next;Horror;2008;2/10/2008;USA;100000;12388195;2463694;3005503;7395314;79;66;857;50;Judy Walker;Nicole Morales
728;Increase move seat;Drama;1991;2/7/1991;USA;1706056;33975968;59236204;8062703;20120456;47;60;57764;507;David Charles;Douglas Bullock
729;Without to;Thriller;1987;13/5/1987;USA;252200892;485043411;778448108;75667486;26766044;62;78;17666;317;Thomas Peterson;Robin Dawson
730;Shoulder project see;Sci-Fi;2018;31/8/2018;USA;580690154;605543376;1260981854;167279084;253593626;63;57;3213;444;Jeffrey Myers MD;Jeffrey Smith
731;Lead option;Comedy;2006;27/3/2006;USA;5761714;40051346;5761714;11555882;16248235;73;60;4377;50;Alyssa Adams;Darren Jones
732;Response information;Action;2012;25/5/2012;USA;100000;11435872;19477729;3178625;4908058;65;70;9400;1520;Elizabeth Lane;Adam Williams
733;Spend government;Romance;2001;13/3/2001;USA;916698051;1793556084;3925074118;327235064;825517243;82;81;26505;74;Jennifer Henry;Holly Jones
734;Chance skin tell;Drama;2013;20/4/2013;China;104401697;56833444;104401697;1002562;28699718;59;50;5517;50;Nathan Bolton;Sandra Brown
735;Drug wish;Action;2018;17/10/2018;USA;1214780947;1293791622;2362233158;252709067;637931047;6;55;654;388;Benjamin Hudson;Sharon Brady
736;Type Congress;Drama;1997;7/4/1997;USA;27101536;34478668;69245091;596368;16254961;72;70;2966;50;Karen Robinson;Brian Rodriguez
737;They to;Romance;2002;9/7/2002;India;390603224;50536875;730737986;104010625;286551436;58;45;4438;441;Vanessa Fox;Jeffrey Jenkins
738;Parent determine part;Thriller;2025;11/3/2025;USA;137298038;306890084;588941198;84076088;145899147;81;91;1359;726;Paul Rogers;John Jones
739;Another already draw;Action;2012;21/12/2012;India;53619125;28971863;56653538;8072228;14824111;76;64;3952;50;Jacqueline Briggs;Laura Wilson
740;Any;Comedy;1987;12/8/1987;USA;94205486;62216679;94205486;16345981;3130654;69;44;598;644;Mr. Drew Clark Jr.;Joseph Contreras
741;Down yourself grow street;Thriller;2020;1/5/2020;USA;557089812;1178857407;1759184681;147928129;670466843;59;65;13206;421;Crystal Harris;Ashley Juarez
742;Network head;Drama;1995;13/3/1995;USA;1647632239;5199792621;7970360114;1210554429;2694157668;62;60;9709;593;Benjamin Hudson;Melissa Cain
743;Community young hit;Drama;2017;31/7/2017;USA;19753757;1754293;31935527;2976803;9797672;64;53;555;726;Jessica Singh;Nicholas Richards
744;Choose still serve;Action;2000;4/10/2000;USA;286374911;85605357;1387432927;109123929;426453305;56;55;100;800;Kim Watkins;Brenda Guerrero
745;Probably behavior;Comedy;2023;7/10/2023;USA;2536165714;8548667009;1226324291;1122476702;4726432626;9;92;1377;6399;Tracy Tucker;Tyler Cooper
746;Forget study some;Thriller;2011;26/4/2011;South Korea;237614235;479892948;1079912328;90204338;195244686;58;63;7254;515;Renee Campbell;Rodney Smith
747;Pressure and;Sci-Fi;1996;12/8/1996;Japan;268685252;410074712;828912756;84940997;178675375;73;77;3805;2109;Michael Chung;Tricia Thomas
748;Throw sea find;Horror;2023;30/11/2023;USA;312327055;304018048;725779147;31136946;16100975;52;57;6955;976;Ryan Tate;Melissa Mcgee
749;End;Horror;2000;18/3/2000;USA;281510476;18666161;39525576;5569631;81906274;68;76;1080;195;Jennifer Willis;Scott Anderson
750;Approach behavior discover;Sci-Fi;2000;31/5/2000;USA;59688026;180278687;293945261;52567266;94357667;64;60;30366;226;Melissa Hernandez;Brandon Davidson
751;So staff;Drama;1991;21/8/1991;USA;6054442;164242897;287827293;32619163;73420096;54;70;3320;1355;Jacqueline Briggs;Marc Vasquez
752;So stuff;Horror;2000;14/2/2000;Australia;45208144;46136957;96673885;8235755;23905719;72;75;19857;49756;Daniel Brown;Patrick Barnett
753;Entire daughter;Drama;1982;27/2/1982;USA;1381906023;2388806858;4271985449;335873955;1313306146;69;63;1162;237;Ashley Medina;Teresa Santos PhD
754;Pay hit beyond;Drama;1969;17/6/1969;USA;779091687;717870006;1497133819;200618981;421579303;56;62;896;1284;Kayla Young;John Sullivan
755;Firm lot;Action;2019;13/3/2019;Germany;418363104;1002732067;1881291409;190606783;51328122;61;68;11399;152794;Courtney Reynolds;Brandon Mcguire
756;Beautiful human church;Comedy;2024;19/11/2024;USA;95805918;20617371;32928005;48363727;87622369;6;73;361;10898;Michelle Collins;Jeffrey Sharp
757;Far investment risk;Action;2021;26/6/2021;USA;141723173;347004416;63217136;67030524;143819534;61;58;4119;262;Seth Whitehead;Jason Mercer
758;From Republican maybe you;Thriller;1976;24/6/1976;UK;20059457;28326416;65367603;4263923;12322143;88;93;6135;11693;Jeremy Ray;Samantha Vargas
759;National small including;Action;2015;3/6/2015;USA;5323062;80824034;15759527;14032534;39099118;57;47;4832;893;Julie Maxwell;Stephanie Stokes
760;Study full war;Romance;2020;28/12/2020;Australia;1516047903;353210173;5368299597;632487207;1863332843;76;44;2048;412;Charles Lopez;Becky Kerr
761;So concern feeling rich;Comedy;1964;4/1/1964;USA;442274331;490863348;1050064065;83093764;283136613;66;59;1712;1302;Benjamin Ray;Ronald Herrera
762;Gun firm;Comedy;1956;20/7/1956;USA;224540548;23890172;460507596;28992051;129810158;62;62;160;2930;Faith Franklin;Miss Jennifer Parsons
763;Compare edge;Thriller;2017;30/10/2017;Australia;2482569845;170696286;2482569845;432685965;8177798;7;55;14389;1350;Caitlin Brewer;Becky Dean
764;Deep draw record;Sci-Fi;2009;6/5/2009;USA;243022873;278128427;43758031;28236058;148504665;54;62;1379;1839;Chad Peters MD;Mary Wolfe
765;Science Republican floor six;Action;2009;29/10/2009;USA;406170297;384458175;79539664;96624012;224483519;47;34;2573;2539;Diana Davis;Johnathan Chen
766;Amount style win;Documentary;1984;8/12/1984;USA;3425561023;3387623141;7049463818;590963376;1552517342;6;58;906;1946;Robert Webster;Teresa Santos PhD
767;Institution present contain sort;Horror;1961;7/5/1961;USA;839083734;173557748;3096818356;411746818;708808845;62;56;1605;1032;Renee Campbell;Monica Nelson MD
768;Wish save;Horror;1985;29/3/1985;India;160581215;241914622;367829178;4338563;126497937;79;71;2071;4717;Robert Hendricks;Andrew Lyons
769;Free at hold;Romance;2010;30/8/2010;USA;272311503;722752082;1088304675;165257983;402628662;7;93;492;295;Matthew Beck;Alexander Haley
770;Film word if meeting;Comedy;1974;10/4/1974;South Korea;864249;201385426;365630135;45449843;101896721;76;77;10859;103;Donna Hall;Joseph Contreras
771;His fly wear;Action;2007;9/5/2007;USA;549137708;323491439;549137708;60099131;145660161;57;59;1520;739;Bryan Murray;Shawna Bryant
772;Issue me fly;Comedy;2008;30/4/2008;USA;148549753;247087497;367064453;50209458;126340658;67;82;2551;50;James Cross;John Perry
773;Learn race maintain;Action;1962;1/6/1962;USA;3453480777;102856648;1546510554;119698012;4428772174;68;51;789;50;James Miller;Samuel Wyatt
774;Family before decide;Comedy;2007;29/3/2007;UK;192872537;464844248;788384057;138040667;190791743;56;69;10293;39361;Troy Cochran;Melissa Cunningham
775;Specific your consumer;Action;2006;30/7/2006;China;289117076;797981616;1264857944;98607956;332701562;55;62;2216;3747;Renee Campbell;Kimberly Johnson
776;Citizen movie year;Sci-Fi;2013;23/2/2013;USA;119662074;253492615;451031927;31791019;123714869;67;85;1852;8220;Jessica Singh;Trevor Lee
777;According assume figure;Drama;1968;13/4/1968;USA;13986198;16759946;25566159;3866405;8767897;73;56;4522;1774;Brooke Morales;Stephanie Ferrell
778;Term stage central;Thriller;2005;12/1/2005;USA;86923249;1907795418;3704850066;485493048;798100308;75;64;100;1645;Anthony Henry;Paige Gonzalez
779;Would;Thriller;2021;24/10/2021;USA;1053324103;2389093998;3993575757;418328091;1248015538;81;79;3465;94;Chad Peters MD;Jeffrey Smith
780;Why team program;Thriller;2019;17/7/2019;USA;1007883;323750096;475432758;32889666;174815864;83;96;16523;50;Kimberly Barker;Jorge Thompson
781;She bag;Thriller;2017;22/9/2017;USA;1521268784;675845702;1521268784;100877272;400504387;78;89;516;1508;Kim Watkins;Samantha Sanders
782;Rather glass determine;Horror;2017;4/4/2017;Australia;379594309;580609299;1232658423;116224252;323928399;74;76;1872;3202;David Lee;Richard Miller
783;Skill;Thriller;1996;29/6/1996;Japan;4825328157;5517826446;1332990629;938174261;3103215772;78;82;2595;1417;Barbara Torres;Dalton Johnson
784;Still thus;Comedy;1987;7/3/1987;UK;54883364;141941202;202946326;25379401;75178521;69;51;3079;197;Karen Barrett;Dalton Johnson
785;Expect heavy smile;Comedy;2002;24/10/2002;USA;299184014;475928657;1163925305;47989302;197103257;55;33;960;570;Karen Smith;Tami Miranda
786;Look;Drama;1985;21/1/1985;USA;207516111;289568185;455891494;70513197;162075259;62;58;3072;5363;Lori Callahan;Melissa Mcgee
787;Opportunity hotel mention;Horror;2022;18/10/2022;Australia;315835083;400349256;686204415;110545063;224311734;68;62;2339;129;David Lee;Mark Smith
788;Someone;Thriller;1950;15/10/1950;USA;484293322;762359319;1219166817;192927405;320014586;61;61;2344;703;Christian Hernandez;Robert Reynolds
789;Thing analysis wrong magazine;Documentary;2017;16/4/2017;India;100000;1676257;24728126;2520746;845439;66;51;282;314;Brian Robinson;Ashley Pena
790;Again since suffer;Drama;1984;3/12/1984;USA;249713402;405891417;710124765;85246534;219935714;8;87;4676;612;Sharon Wilson;Eric Perry
791;Be whose way;Horror;1980;3/8/1980;USA;189064651;143816502;205547559;34441662;77449621;71;79;413;50;Denise Horne;David Castillo
792;Else off;Action;1994;31/8/1994;USA;1563216102;1529066178;3654806539;39953889;734887989;41;48;1967;1127;Nathan Bolton;Daryl Douglas
793;Operation maintain today;Thriller;1993;26/12/1993;USA;55427369;92506011;140286629;13659547;55082611;64;79;1528;5937;Chad Peters MD;Jeffrey Jenkins
794;Bad baby write;Action;2003;20/2/2003;USA;57350451;877112245;1407795439;115768329;47435077;55;71;5046;863;Francisco Ford;Melissa Morales
795;Hope;Action;2020;14/11/2020;USA;213343719;512227989;1031072296;107347946;279897665;69;73;5868;10864;Jennifer Miller;Cindy Barnes
796;Onto rise;Thriller;1952;29/9/1952;USA;84528057;188232338;370152114;3164439;11010536;45;54;12753;2137;Darlene Murphy;Nicholas Richards
797;Individual or likely option;Drama;2001;1/6/2001;USA;6295714;985592123;182000451;240878902;572844429;35;38;3898;94;Christopher Roach;Alexander Haley
798;Thousand baby;Drama;2010;26/11/2010;USA;1306890322;2984184949;5817437991;891914523;1653190209;77;92;274;50;Darrell Carlson;Miranda Armstrong
799;Address line arm;Romance;1998;1/8/1998;USA;251953917;241715689;516778467;47851734;144305744;82;76;744;659;Hannah Camacho;Douglas Davis
800;Argue operation;Drama;1987;13/6/1987;USA;163459315;301183303;660175909;40776398;129320579;54;60;13809;153;William Walker;Nicholas Williamson
801;Under deep situation;Thriller;1996;31/8/1996;USA;20204838;274826889;610475527;44309004;137327714;79;58;578;6185;Gary Simmons;William Prince
802;Then tough;Action;1998;21/1/1998;Japan;326207807;608731026;151851096;173141193;254054943;67;70;237;343;Adriana Campbell;Jeffrey Holloway
803;Dream when;Documentary;1985;25/12/1985;USA;19887514;31568796;60394131;429346;14538659;53;42;20494;303;Michael Chung;Jeffrey Holloway
804;Reach;Romance;2017;3/4/2017;USA;364059319;566652242;1191848951;14520094;226937932;78;77;15480;2672;Lisa Atkins;Amanda Lawson
805;Process several accept;Drama;1970;25/2/1970;UK;364895531;76688746;1565887591;157501912;452760919;65;58;6585;50;Sharon Wilson;Robert Walker
806;Whose ten;Drama;1996;15/5/1996;USA;4751679074;1420202815;2067320915;1591408118;760207901;64;63;532;454;Kayla Young;Jeffrey Sharp
807;Community imagine;Comedy;2024;4/11/2024;USA;4335970626;7718111825;1221261743;82107866;4463764864;6;67;7264;1100;Colleen Willis;Chad Santiago
808;Maybe of;Drama;2019;9/7/2019;Japan;1328745145;1457267783;3445769272;358167426;666718332;68;83;2631;74;Jennifer Willis;Shawna Bryant
809;Foot doctor under style;Action;1985;15/7/1985;USA;687109223;1039835983;2161014335;121854967;417501341;57;35;9406;704;Tara Underwood;John Strickland
810;Fight life positive;Drama;2025;11/12/2025;USA;292572746;17052031;292572746;2843338;80109338;76;74;11518;39739;David Perez;Jessica Scott
811;Section major;Comedy;1996;13/10/1996;Australia;383146198;572112244;921289529;117242524;317478812;4;34;2226;1457;Jennifer Atkinson;Sandra Brown
812;Suffer two;Drama;2013;16/3/2013;USA;4772102371;1020276035;1803020806;2658960086;4231278205;86;93;1708;66;Roberto Underwood;Jamie Chavez
813;Nice piece near;Drama;2014;8/3/2014;USA;2518112318;1668919909;2518112318;350653027;750955351;49;57;47154;319;Melissa Cohen;Brenda Wheeler
814;Personal agent low;Sci-Fi;1999;8/9/1999;Canada;1103528876;698935781;1103528876;90756535;366010167;68;62;9403;50;Benjamin Ray;Brandon Green
815;So staff;Comedy;2022;22/3/2022;USA;879083395;449015625;879083395;79433325;224692795;77;100;30284;78;Karen Smith;Christina Buchanan
816;Figure my painting;Action;2001;31/8/2001;USA;690896227;640748563;93585539;155387729;351845614;51;28;1265;86;Kimberly Barker;Tracy Williams
817;When list she politics;Documentary;2020;30/7/2020;South Korea;72655106;111962008;24488104;11413421;58702183;6;51;6746;2681;Joshua Baker;Christopher Patterson
818;Challenge parent than;Action;2025;4/7/2025;USA;184105141;323713289;561008622;6306182;189315959;47;38;16552;62;Benjamin Ray;Sandra Brown
819;City outside;Thriller;2010;30/12/2010;UK;3377926;944873211;1566857083;27836352;381547738;79;72;1612;2630;Jeremy Davis;Patricia Keller
820;Laugh rest six;Thriller;2011;19/12/2011;China;166146866;467628762;793010259;78170105;228899099;55;48;1416;2292;Michael Ross;Dominique Aguirre
821;Like old;Action;2009;14/7/2009;USA;752213417;523578606;752213417;137196066;307421461;35;31;1843;61;Judy Walker;Jonathan Lee
822;Speech;Comedy;1998;4/8/1998;USA;80197826;211694014;387005781;51047699;101815649;72;60;9165;3831;David Lee;Kathryn Hunt
823;Skill;Comedy;1996;15/12/1996;UK;570930472;1463253555;2303956334;160335362;747210991;69;75;24517;719;Jeremy Davis;John Strickland
824;Position of nation;Comedy;1962;6/1/1962;UK;122421281;289170471;489013717;56529825;127651152;19;28;3259;2747;Albert Phillips;Isaiah French
825;Approach consumer front;Drama;1959;27/5/1959;USA;428701996;217841919;428701996;25103826;116190353;92;89;228;21266;Melissa Hernandez;William Washington
826;Get mean show;Documentary;2006;9/8/2006;India;971417231;677172256;971417231;133219726;339842285;53;52;40336;218;Michael Manning;Kimberly Ramirez
827;Safe adult price;Documentary;2025;15/12/2025;USA;413106151;609371996;110877462;164578734;328532176;57;50;1372;50;Suzanne Gonzalez;Marissa Pena
828;Short always;Comedy;2024;31/5/2024;USA;2185720653;6448881486;1080834629;780920175;2766718152;2;2;4756;50;Karen Smith;Amy Gomez
829;Pay light season truth;Drama;1971;9/9/1971;USA;1165786498;2683831673;4391858498;6311606;1506885646;83;81;1637;50;Shannon Ross;Patrick Barnett
830;Smile couple;Comedy;1994;3/1/1994;USA;771620692;732952059;1320750996;188075891;352192185;57;52;14566;8214;Mr. Jorge Anderson;Greg Ball
831;Plant discuss theory believe;Drama;1961;13/2/1961;USA;338403707;238306682;436142097;44524507;138634562;57;59;24591;243;Amanda Montgomery;Sherry Turner
832;Worry marriage number;Drama;2009;20/3/2009;USA;29403677;65027091;121854879;9968364;32565845;82;61;2706;654;Brenda Smith;Becky Dean
833;Let mouth;Action;2007;24/1/2007;USA;14824823;92930515;14824823;11966045;55427352;81;76;3256;1396;Vanessa Fox;Lynn Pierce
834;Century mouth;Drama;2013;4/3/2013;Canada;10621864;249182141;521656658;64576809;126731687;5;54;1360;50;Megan Sharp;Brandi Moon
835;White class reduce;Comedy;2016;8/12/2016;USA;6671733838;6769153962;1358369557;1986277439;2803941462;71;88;18631;1019;Ashley Medina;Diane Jacobs
836;Another face;Comedy;1970;1/11/1970;France;11988734;30902259;58924944;8562535;17124094;52;61;760;194;Vanessa Fox;Melissa Mcgee
